id,description
4521,the wine has been heavily extracted giving an initial bitter coffee and a dry tannic character the fruit weight will compensate for this bringing out acidity black plums and rich berries it has the right concentration to age so drink from 2017 
4522,the vineyard for this 100 grenache is certified sustainable organic and biodynamic bright and light in strawberry and mint the wine has a strong herbal component intertwined with tartness and tingling acidity 
4523,still young but promising good things this is a ripe and balanced wine it s a blend of grapes from two douro vineyards duas quintas giving black fruits a strong sense of minerality and a dark texture the end promises aging and drinkability from 2016 
4524,fruit is sourced from bismark vineyard in the moon mountain district compared with the winery s winemaker s cuv e this combines cabernet sauvignon 83 with a larger percentage of malbec 17 it spends the same amount of time two years in french oak but slightly less of it is new the flavors are more approachable still dark massive and spicy the taste of oak slightly sweet 
4525,significantly full and expansive in vanilla lemon curd and toasty oak the durell vineyard shows its power here generous in ripe flavors and rich earth aged just under a year in a majority of new french oak it s built to age through 2025 or more 
4526,naturally low yields in a parcel within the holder vineyard give concentration and great depth of flavor the wine is still dominated by acidity tense texture and a strongly steely character dry nervy needing to age the wine has potential drink from 2017 
4527,earthy aromas of fresh tarragon and burnt cedar make an intriguing start to this wine whose soft opening on the palate veers quickly into heavy flavors of chopped oregano a plum element emerges faintly on the midpalate but this is a solid wine for herb lovers 
4528,showing nebbiolo s youthful energy and refinement this full bodied but easy drinking wine features aromas of red rose violet red berry and a whiff of baking spice the palate doles out succulent cherry berry and cinnamon alongside silky supple tannins drink through 2016 
4529,whiffs of orange blossom and lemon rind lend vibrancy to this rich luxuriously textured pinot gris just off dry in style it bursts with flavors of white peach showered in grapefruit acidity luscious and irresistibly clingy it lingers long on the palate 
4530,deliciously aromatic this is an assertive fruit forward wine with textured minerality it has yellow fruits that are cut with citrus as well as bright acidity drink now 
4531,a freshly textured wine that has a bite of spice to contrast with its tangy lemon acidity it s fresh fruity and ready to drink now 
4532,expressive not expensive this has an appetizing mixture of spice herb and smoke aromas plenty of blackberry and raspberry flavors and a soothing texture it smells like black pepper dried thyme and wood smoke then turns more fruity in the mouth it is medium bodied and slightly soft in balance 
4533,almost as light in color as water this is a straight ahead take on the grape with tropical leaning aromas of honeysuckle ripe papaya and boisterous passionfruit the palate is much grassier in style showing cut lawn kiwi green pears and kaffir limes with just a touch of lingering tropical sweetness 
4534,structured from the start this wine provides succulent boysenberry and blackberry around a full figured body that s otherwise steeped in vanilla and coffee the toasted oak quite prevalent it finishes slightly tart in dried herb and mushroom 
4535,grassy aromas blend with notes of melon on a round slightly flat bouquet this is chunky in feel with briny citrus flavors and a lively core acidity that keeps it moving along tangerine and bell pepper flavors on the finish are fitting 
4536,tart cran apple fruit some of it from 35 year old vines is at the heart of this vineyard designated cuv e it has a woody earthy undertone tart acids and some stiffening tannins 
4537,a blend of 35 cabernet sauvignon 35 merlot and 30 syrah this has aromas of red currant cedar and a whiff of white pepper the straightforward easy drinking palate offers black cherry clove coffee and licorice alongside polished tannins drink now 
4538,darkly colored this comes from the slopes above the small town of buzet it has structure and layers of black currant fruit and juicy acidity with its firm tannins and ripe fruitiness the wine will age drink from 2016 
4539,this quite tart young and spicy red pulls sharp and puckery cranberry fruit into focus it s best enjoyed chilled and would be a fine option for the base of a wine punch 
